epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_min_class_acc,val_max_class_acc,val_class_gap,val_composite_score,fairness_ok,train_class_acc_Discoide,val_class_acc_Discoide,train_class_acc_Levallois,val_class_acc_Levallois,train_class_acc_Laminaire,val_class_acc_Laminaire
0,0.9250151835955106,2.3790309769766673,0.5347394540942928,0.48756218905472637,0.52024245262146,0.3333333333333333,0.5337599765473608,0.23771688819583675,0.5347394540942928,0.48756218905472637,0.5341971267845952,0.3196059834606233,0.0,1.0,1.0,0.15333333333333332,False,0.41089108910891087,0.0,0.5790816326530612,1.0,0.5707547169811321,0.0
1,0.8388719719189864,2.4801254953656877,0.6141439205955335,0.3383084577114428,0.5813313126564026,0.3785778462328328,0.6252805291322384,0.3956350117544148,0.6141439205955335,0.3383084577114428,0.609568513062202,0.25164922416778585,0.0,0.9622641801834106,0.9622641801834106,0.2053702937998189,False,0.5594059405940595,0.0,0.7270408163265306,0.17346938775510204,0.45754716981132076,0.9622641509433962
2,0.8321872422328362,0.7252047828265599,0.6191066997518611,0.6666666666666666,0.5955839157104492,0.6577076113464253,0.6185577120593815,0.6735395968485838,0.6191066997518611,0.6666666666666666,0.6169594682771031,0.6689646109077256,0.6000000238418579,0.6938775777816772,0.09387755393981934,0.6408096516372578,True,0.5148514851485149,0.6,0.6964285714285714,0.6938775510204082,0.5754716981132075,0.6792452830188679
3,0.7824087498279718,0.8549927387918744,0.6327543424317618,0.6019900497512438,0.6112369894981384,0.671510717494545,0.6380374330379731,0.6986650131857598,0.6327543424317618,0.6019900497512438,0.6312808963242948,0.5918507970746776,0.37755101919174194,0.9200000166893005,0.5424489974975586,0.5738698979449846,False,0.594059405940594,0.92,0.7066326530612245,0.37755102040816324,0.5330188679245284,0.7169811320754716
4,0.8472726459686573,0.6879574656486511,0.6240694789081885,0.736318407960199,0.6022624373435974,0.7183878834552688,0.6255283384257959,0.740349140518107,0.6240694789081885,0.736318407960199,0.622801260807415,0.7360435273273079,0.6792452931404114,0.795918345451355,0.1166730523109436,0.697386734039299,True,0.5396039603960396,0.68,0.6964285714285714,0.7959183673469388,0.5707547169811321,0.6792452830188679
5,0.7864762911429772,0.6923754811286926,0.6476426799007444,0.7064676616915423,0.6223187446594238,0.6983570786805289,0.6545486637160643,0.7096422953958729,0.6476426799007444,0.7064676616915423,0.6455822661188088,0.7070685172193324,0.6603773832321167,0.7346938848495483,0.07431650161743164,0.6849801083893912,True,0.6039603960396039,0.7,0.7346938775510204,0.7346938775510204,0.5283018867924528,0.660377358490566
6,0.7690321619694049,0.6713297707693917,0.609181141439206,0.7164179104477612,0.5840601325035095,0.6859453215248363,0.6084199738386593,0.7247792568688091,0.609181141439206,0.7164179104477612,0.606706457270874,0.7153065254578064,0.6000000238418579,0.8163265585899353,0.2163265347480774,0.6470065452701824,True,0.4900990099009901,0.6,0.6913265306122449,0.8163265306122449,0.5707547169811321,0.6415094339622641
7,0.7348231421067164,0.7010982462338039,0.652605459057072,0.6915422885572139,0.6357285976409912,0.6808676678218458,0.6573807748571645,0.6936727471338874,0.652605459057072,0.6915422885572139,0.6515445374611077,0.6924016338521483,0.6200000047683716,0.7244898080825806,0.10448980331420898,0.6620595032252882,True,0.6435643564356436,0.62,0.7117346938775511,0.7244897959183674,0.5518867924528302,0.6981132075471698
8,0.7489429460122035,0.6569623861994062,0.6786600496277916,0.7213930348258707,0.6620160937309265,0.7150917725580799,0.6795950121281508,0.7492471135501237,0.6786600496277916,0.7213930348258707,0.6779799476683108,0.7265678679986451,0.6603773832321167,0.7448979616165161,0.08452057838439941,0.699878068448888,True,0.6287128712871287,0.74,0.7346938775510204,0.7448979591836735,0.6226415094339622,0.660377358490566
9,0.7835609568999364,0.7172334705080304,0.652605459057072,0.6318407960199005,0.6243968605995178,0.6676832242330896,0.6527912256766493,0.6945743148538387,0.652605459057072,0.6318407960199005,0.6497926157004206,0.6352465719116528,0.5204081535339355,0.8600000143051147,0.3395918607711792,0.6065566892942773,True,0.5198019801980198,0.86,0.7448979591836735,0.5204081632653061,0.6084905660377359,0.6226415094339622
10,0.7580165381614978,0.67858168057033,0.6674937965260546,0.6915422885572139,0.6485656499862671,0.6943062508022076,0.6703747684879761,0.6982694056598728,0.6674937965260546,0.6915422885572139,0.6651930225767649,0.692852625107787,0.6792452931404114,0.7200000286102295,0.040754735469818115,0.6869703984176404,True,0.6732673267326733,0.72,0.7346938775510204,0.6836734693877551,0.5377358490566038,0.6792452830188679
11,0.7204896968144637,0.7323742253439767,0.7034739454094293,0.6965174129353234,0.6876088976860046,0.7005955589783083,0.7041770590843587,0.7086998954258402,0.7034739454094293,0.6965174129353234,0.7028744116817773,0.6993029281648133,0.6836734414100647,0.7200000286102295,0.036326587200164795,0.6940567732822787,True,0.6237623762376238,0.72,0.7551020408163265,0.6836734693877551,0.6839622641509434,0.6981132075471698
12,0.6734930162246411,0.6909413252558027,0.7047146401985112,0.6965174129353234,0.6946806907653809,0.7169220895905531,0.7049016094388438,0.7320957577284637,0.7047146401985112,0.6965174129353234,0.7042851629569854,0.7012193071071905,0.6326530575752258,0.8199999928474426,0.1873469352722168,0.6831996412415541,True,0.698019801980198,0.82,0.7397959183673469,0.6326530612244898,0.6462264150943396,0.6981132075471698
13,0.7329779473634866,0.6674101267542157,0.6811414392059554,0.7064676616915423,0.665571391582489,0.6787652419458349,0.6809129669200213,0.7074712757163281,0.6811414392059554,0.7064676616915423,0.6803079428332421,0.7045229976985364,0.5799999833106995,0.795918345451355,0.21591836214065552,0.6398999367605169,True,0.6089108910891089,0.58,0.7321428571428571,0.7959183673469388,0.6556603773584906,0.660377358490566
14,0.6859744764291323,0.6363786288670131,0.707196029776675,0.7313432835820896,0.7034456133842468,0.742864844050828,0.7073135720325356,0.7444675660160736,0.707196029776675,0.7313432835820896,0.7072025532258,0.733443183033025,0.6938775777816772,0.7799999713897705,0.08612239360809326,0.7273628132013712,True,0.6881188118811881,0.78,0.7193877551020408,0.6938775510204082,0.7028301886792453,0.7547169811320755
15,0.6935054591068854,0.5818333923816681,0.705955334987593,0.736318407960199,0.7016961574554443,0.7176331664741368,0.709418411785769,0.7360427562577905,0.705955334987593,0.736318407960199,0.7063343092353974,0.735274784217249,0.6399999856948853,0.795918345451355,0.15591835975646973,0.6895678617179722,True,0.7227722772277227,0.64,0.7219387755102041,0.7959183673469388,0.660377358490566,0.7169811320754716
16,0.6847571822313162,0.6131163580077035,0.6947890818858561,0.7114427860696517,0.6818122267723083,0.7190861250160442,0.6945812968393614,0.7129257717344205,0.6947890818858561,0.7114427860696517,0.694373509359416,0.7111369067491917,0.6836734414100647,0.7735849022865295,0.08991146087646484,0.7029020620582805,True,0.6336633663366337,0.7,0.7372448979591837,0.6836734693877551,0.6745283018867925,0.7735849056603774
17,0.6841925428463862,0.6509236991405487,0.707196029776675,0.746268656716418,0.6959921717643738,0.7309664998074701,0.7093262786400539,0.7509843942679764,0.707196029776675,0.746268656716418,0.7071915619331989,0.7468584202313011,0.6800000071525574,0.795918345451355,0.11591833829879761,0.7101011989136865,True,0.6732673267326733,0.68,0.7448979591836735,0.7959183673469388,0.6698113207547169,0.7169811320754716
18,0.6949160809700305,0.6431673296860286,0.7258064516129032,0.6965174129353234,0.712357223033905,0.7215659093826211,0.7266638663907036,0.7182200452844137,0.7258064516129032,0.6965174129353234,0.7253519253332008,0.6978225074616292,0.6122449040412903,0.7924528121948242,0.18020790815353394,0.689128485914985,True,0.6732673267326733,0.76,0.7704081632653061,0.6122448979591837,0.6933962264150944,0.7924528301886793
19,0.711613613825578,0.6361540641103473,0.6873449131513648,0.7114427860696517,0.6884739995002747,0.7202182004877423,0.6909634984555013,0.7346329944480496,0.6873449131513648,0.7114427860696517,0.6882254265891034,0.7162577481686654,0.6836734414100647,0.7599999904632568,0.07632654905319214,0.7064794216581677,True,0.693069306930693,0.76,0.6836734693877551,0.6836734693877551,0.6886792452830188,0.7169811320754716
20,0.6796059012413025,0.6655791061265128,0.7047146401985112,0.7213930348258707,0.69516921043396,0.7425927352072904,0.7069918193707113,0.741486692966229,0.7047146401985112,0.7213930348258707,0.7048882010028468,0.7235033980424673,0.6530612111091614,0.8199999928474426,0.16693878173828125,0.7125437544943998,True,0.6831683168316832,0.82,0.7372448979591837,0.6530612244897959,0.6650943396226415,0.7547169811320755
