epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_min_class_acc,val_max_class_acc,val_class_gap,val_composite_score,fairness_ok,train_class_acc_Discoide,val_class_acc_Discoide,train_class_acc_Levallois,val_class_acc_Levallois,train_class_acc_Laminaire,val_class_acc_Laminaire
1,1.0224651994539549,6.720419476874432,0.48883374689826303,0.263681592039801,0.5236608373967933,0.3333333333333333,0.5202696698896936,0.06952798198064405,0.48883374689826303,0.263681592039801,0.48630145989721685,0.11004034943393269,0.0,1.0,1.0,0.21333333333333332,0,0.6089108910891089,0.0,0.37244897959183676,0.0,0.589622641509434,1.0
2,0.9339484121308433,0.9034728790397075,0.5260545905707196,0.4925373134328358,0.5577570464015982,0.5642741624951867,0.5451242271080461,0.6156221938960084,0.5260545905707196,0.4925373134328358,0.5231671152818107,0.46369056054528524,0.24489795918367346,0.8679245283018868,0.6230265691182133,0.4895109742010011,0,0.6039603960396039,0.58,0.41836734693877553,0.24489795918367346,0.6509433962264151,0.8679245283018868
3,0.8941405913965874,0.8420161047385106,0.5669975186104218,0.6268656716417911,0.5986933069510263,0.600354254909511,0.5925442814911136,0.6196977641068662,0.5669975186104218,0.6268656716417911,0.5657795591459523,0.618442607785952,0.38,0.7169811320754716,0.33698113207547165,0.5599165190604544,0,0.6881188118811881,0.38,0.461734693877551,0.7040816326530612,0.6462264150943396,0.7169811320754716
4,0.8811186744320777,0.8381468852361044,0.5607940446650124,0.5323383084577115,0.5819557600735045,0.6090745732255166,0.5797138744729509,0.6260576339155925,0.5607940446650124,0.5323383084577115,0.5620248940153629,0.514055120312306,0.2857142857142857,0.9,0.6142857142857143,0.5353602875112309,0,0.6287128712871287,0.9,0.4897959183673469,0.2857142857142857,0.6273584905660378,0.6415094339622641
5,0.8703627356376601,0.7566685810017941,0.5645161290322581,0.6069651741293532,0.5998805743108003,0.6566987549736876,0.5892187758369736,0.6533522319751357,0.5645161290322581,0.6069651741293532,0.5611180289392794,0.5985706810992149,0.4387755102040816,0.8113207547169812,0.37254524451289955,0.6119933256321396,0,0.6881188118811881,0.72,0.44642857142857145,0.4387755102040816,0.6650943396226415,0.8113207547169812
6,0.8498471212150441,0.9711404917252004,0.5645161290322581,0.5074626865671642,0.6022800489521419,0.537805159799769,0.5937434799567847,0.551292599053793,0.5645161290322581,0.5074626865671642,0.5613676454526713,0.48750454728566306,0.32,0.9056603773584906,0.5856603773584905,0.4675259145167501,0,0.7029702970297029,0.32,0.4387755102040816,0.3877551020408163,0.6650943396226415,0.9056603773584906
7,0.854642364138705,0.7873071951059559,0.5843672456575683,0.6019900497512438,0.6084321081318759,0.6620921576177641,0.6057379132162373,0.6998341625207298,0.5843672456575683,0.6019900497512438,0.5846643255233279,0.5971739476135305,0.40816326530612246,0.88,0.47183673469387755,0.6054717494544988,0,0.6881188118811881,0.88,0.5051020408163265,0.40816326530612246,0.6320754716981132,0.6981132075471698
8,0.8262810718924473,0.733232145285725,0.5744416873449132,0.6169154228855721,0.6109159337189013,0.6765627005519189,0.5999440248100067,0.6846194073723094,0.5744416873449132,0.6169154228855721,0.5710296185310221,0.6064107413504536,0.41836734693877553,0.8113207547169812,0.39295340777820564,0.6294082916185343,0,0.7277227722772277,0.8,0.45408163265306123,0.41836734693877553,0.6509433962264151,0.8113207547169812
9,0.8181196108053694,0.7624831994374593,0.5955334987593052,0.572139303482587,0.6307369762775276,0.642061352843024,0.6182486868794357,0.693145568276973,0.5955334987593052,0.572139303482587,0.5920031986681311,0.5618738334722686,0.3469387755102041,0.9,0.5530612244897959,0.5756940059042485,0,0.7475247524752475,0.9,0.47959183673469385,0.3469387755102041,0.6650943396226415,0.6792452830188679
10,0.8142444299113366,0.6918426040393203,0.5930521091811415,0.6666666666666666,0.6289584580329423,0.6968912848158131,0.6251231857827558,0.7035373021513748,0.5930521091811415,0.6666666666666666,0.5921448671062965,0.6680804124175503,0.5714285714285714,0.84,0.26857142857142857,0.6646627133872417,0,0.7425742574257426,0.84,0.4744897959183674,0.5714285714285714,0.6698113207547169,0.6792452830188679
