epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_min_class_acc,val_max_class_acc,val_class_gap,val_composite_score,fairness_ok,train_class_acc_Discoide,val_class_acc_Discoide,train_class_acc_Levallois,val_class_acc_Levallois,train_class_acc_Laminaire,val_class_acc_Laminaire
0,0.9535145553258749,3.677373545510428,0.5260545905707196,0.263681592039801,0.5101353526115417,0.3333333333333333,0.5225867542043138,0.06952798198064405,0.5260545905707196,0.263681592039801,0.5230738158904396,0.11004034943393269,0.0,1.0,1.0,0.15333333333333332,False,0.37623762376237624,0.0,0.5739795918367347,0.0,0.5801886792452831,1.0
1,0.8594706218976241,2.004339780126299,0.6017369727047146,0.3781094527363184,0.5813575387001038,0.3826851495315107,0.6090153975853833,0.3410794715214828,0.6017369727047146,0.3781094527363184,0.6026652805395977,0.3192267827529021,0.0,0.8113207817077637,0.8113207817077637,0.23664740882411328,False,0.504950495049505,0.0,0.6683673469387755,0.336734693877551,0.5707547169811321,0.8113207547169812
2,0.8408314425211686,0.7777983035360064,0.607940446650124,0.6666666666666666,0.5900968313217163,0.6172763445000641,0.6125792702189861,0.6853604003790571,0.607940446650124,0.6666666666666666,0.6084551765673046,0.6541498262338248,0.4150943458080292,0.8367347121238708,0.4216403663158417,0.5413810785632126,False,0.5148514851485149,0.6,0.6658163265306123,0.8367346938775511,0.589622641509434,0.41509433962264153
3,0.7767557685191815,1.025063727583204,0.6451612903225806,0.5572139303482587,0.6100861430168152,0.6127737132588885,0.6477363090047369,0.695340568745758,0.6451612903225806,0.5572139303482587,0.6405757190296256,0.5536267277540627,0.3877550959587097,0.9599999785423279,0.5722448825836182,0.5097696343938373,False,0.48514851485148514,0.96,0.7602040816326531,0.3877551020408163,0.5849056603773585,0.49056603773584906
4,0.8222860120809995,0.7570064961910248,0.6191066997518611,0.6716417910447762,0.6021382212638855,0.6441586445899113,0.6237785310557419,0.6728003894456056,0.6191066997518611,0.6716417910447762,0.6191385468071549,0.6682619837124347,0.5471698045730591,0.7653061151504517,0.21813631057739258,0.6048941086859807,True,0.5643564356435643,0.62,0.6760204081632653,0.7653061224489796,0.5660377358490566,0.5471698113207547
5,0.7556096911430359,0.725819434438433,0.6476426799007444,0.7114427860696517,0.6415788531303406,0.7000025670645617,0.6493174666710657,0.7177442219037521,0.6476426799007444,0.7114427860696517,0.6483107385488297,0.7105657110370387,0.5849056839942932,0.7599999904632568,0.17509430646896362,0.6684855919001482,True,0.5891089108910891,0.76,0.6658163265306123,0.7551020408163265,0.6698113207547169,0.5849056603773585
6,0.6775100506269015,0.7917065790721348,0.7034739454094293,0.6218905472636815,0.677345335483551,0.6203183160056476,0.7076214219387137,0.626079015431498,0.7034739454094293,0.6218905472636815,0.7014983275853972,0.621031746031746,0.5283018946647644,0.699999988079071,0.17169809341430664,0.5894126591910723,True,0.6138613861386139,0.7,0.7908163265306123,0.6326530612244898,0.6273584905660378,0.5283018867924528
7,0.6641932829068258,0.8119099565914699,0.7009925558312655,0.5870646766169154,0.6921510696411133,0.509346682069054,0.708843415455639,0.5945795498034304,0.7009925558312655,0.5870646766169154,0.7031401492013478,0.5240301697847991,0.05999999865889549,0.8265306353569031,0.7665306366980076,0.3713711674634126,False,0.6534653465346535,0.06,0.7295918367346939,0.826530612244898,0.6933962264150944,0.6415094339622641
8,0.4740582463833002,0.8320610693522862,0.8287841191066998,0.6368159203980099,0.8061733245849609,0.6724630984469259,0.8318452622443875,0.6580772950237104,0.8287841191066998,0.6368159203980099,0.8273598593222427,0.6334991708126037,0.5204081535339355,0.7799999713897705,0.25959181785583496,0.6257365712328756,True,0.7277227722772277,0.78,0.9030612244897959,0.5204081632653061,0.7877358490566038,0.7169811320754716
9,0.37004698956241977,0.8033239117690495,0.8560794044665012,0.6467661691542289,0.8479414582252502,0.6012758310871518,0.8585773507498181,0.6798209551779165,0.8560794044665012,0.6467661691542289,0.8565849918380773,0.6295877498580191,0.3199999928474426,0.7857142686843872,0.4657142758369446,0.5174472614365018,False,0.8168316831683168,0.32,0.8826530612244898,0.7857142857142857,0.8443396226415094,0.6981132075471698
10,0.6379322902514384,0.8372039411749158,0.7245657568238213,0.6567164179104478,0.7091073989868164,0.6109664998074701,0.7260868630405137,0.662349927719445,0.7245657568238213,0.6567164179104478,0.7240956500269192,0.6385976034661565,0.3199999928474426,0.795918345451355,0.47591835260391235,0.5253011963387658,False,0.6584158415841584,0.32,0.7755102040816326,0.7959183673469388,0.6933962264150944,0.7169811320754716
11,0.6499602851959375,0.7686828800610134,0.7121588089330024,0.6616915422885572,0.6932284832000732,0.6652342446412528,0.7157942117619537,0.6789212296991001,0.7121588089330024,0.6616915422885572,0.7114759623611622,0.6645626922368216,0.6226415038108826,0.7200000286102295,0.09735852479934692,0.6477097101773703,True,0.6485148514851485,0.72,0.7755102040816326,0.6530612244897959,0.6556603773584906,0.6226415094339622
12,0.6255613026710657,0.7979039336953845,0.705955334987593,0.6417910447761194,0.6943420767784119,0.6005159799768963,0.7076624012107884,0.646703503811407,0.705955334987593,0.6417910447761194,0.7060067330834924,0.634923167805038,0.46000000834465027,0.7755101919174194,0.31551018357276917,0.5437241469337979,False,0.6683168316831684,0.46,0.7448979591836735,0.7755102040816326,0.6698113207547169,0.5660377358490566
13,0.5893073517542619,0.72544926404953,0.7357320099255583,0.6915422885572139,0.7218143939971924,0.6914183031703248,0.7353897347471634,0.6990113633169539,0.7357320099255583,0.6915422885572139,0.7350618416601308,0.6935139233526331,0.6603773832321167,0.7200000286102295,0.05962264537811279,0.6806862270022646,True,0.6584158415841584,0.72,0.7806122448979592,0.6938775510204082,0.7264150943396226,0.660377358490566
14,0.7334295281997094,0.8161909409931728,0.6637717121588089,0.6019900497512438,0.6398146152496338,0.5903863432165318,0.665891483109701,0.6193503635667814,0.6637717121588089,0.6019900497512438,0.6620527524032209,0.6052259679226133,0.5283018946647644,0.6428571343421936,0.1145552396774292,0.5697664000745946,True,0.5544554455445545,0.6,0.7423469387755102,0.6428571428571429,0.6226415094339622,0.5283018867924528
15,0.7599856096964616,0.7470166087150574,0.652605459057072,0.6666666666666666,0.6402590870857239,0.6636144269028366,0.6528010576654455,0.6695644212915558,0.652605459057072,0.6666666666666666,0.6524842256794734,0.6646699368714294,0.5471698045730591,0.7599999904632568,0.21283018589019775,0.6253049934426009,True,0.5643564356435643,0.76,0.6913265306122449,0.6836734693877551,0.6650943396226415,0.5471698113207547
16,0.7366534769535065,0.7057173677853176,0.6662531017369727,0.7114427860696517,0.6450473666191101,0.7140649467334104,0.666217302351486,0.7156593637626608,0.6662531017369727,0.7114427860696517,0.6646645188349173,0.7121877865135263,0.698113203048706,0.7400000095367432,0.04188680648803711,0.7065253215655637,True,0.5495049504950495,0.74,0.7346938775510204,0.7040816326530612,0.6509433962264151,0.6981132075471698
17,0.7204254418611526,0.7338805879865374,0.6650124069478908,0.6517412935323383,0.6531508564949036,0.6138493133102297,0.6660470312920906,0.6552008863246792,0.6650124069478908,0.6517412935323383,0.664922235872447,0.6462518571075955,0.5,0.7755101919174194,0.27551019191741943,0.5642574787650942,True,0.6138613861386139,0.5,0.7040816326530612,0.7755102040816326,0.6415094339622641,0.5660377358490566
18,0.731108484359888,0.7075794083731515,0.6836228287841191,0.6865671641791045,0.6669607162475586,0.6357720446669234,0.683672224453561,0.6969533172402769,0.6836228287841191,0.6865671641791045,0.6828881168339451,0.6737213698407728,0.4000000059604645,0.8469387888908386,0.44693878293037415,0.5553230637394561,False,0.5891089108910891,0.4,0.7372448979591837,0.8469387755102041,0.6745283018867925,0.660377358490566
19,0.7235477475019602,0.7203531435557774,0.6910669975186104,0.6567164179104478,0.680372416973114,0.645128994994224,0.6952246167325599,0.6584173472261335,0.6910669975186104,0.6567164179104478,0.6915469664540885,0.6572960440515868,0.6000000238418579,0.6938775777816772,0.09387755393981934,0.6282310352850565,True,0.6584158415841584,0.6,0.7270408163265306,0.6938775510204082,0.6556603773584906,0.6415094339622641
20,0.7009042799472809,0.7720009003366742,0.6600496277915633,0.6467661691542289,0.6452832818031311,0.6544063663201128,0.6599814534445428,0.6867357237382113,0.6600496277915633,0.6467661691542289,0.6594157295534693,0.6458603554596423,0.49056604504585266,0.8399999737739563,0.34943392872810364,0.5915082591490541,False,0.5594059405940595,0.84,0.7066326530612245,0.6326530612244898,0.6698113207547169,0.49056603773584906
21,0.6868292998809081,0.7484861442020961,0.7009925558312655,0.6467661691542289,0.6807978749275208,0.6441021691695545,0.7001821396754206,0.6492596121049599,0.7009925558312655,0.6467661691542289,0.6991257939297758,0.6476591401964537,0.6000000238418579,0.6792452931404114,0.07924526929855347,0.629838020695815,True,0.5742574257425742,0.6,0.7653061224489796,0.6530612244897959,0.7028301886792453,0.6792452830188679
22,0.667559863283084,0.6425827188151223,0.705955334987593,0.7064676616915423,0.6943420767784119,0.7099088692080606,0.7075780543272803,0.7102415274057065,0.705955334987593,0.7064676616915423,0.7059619954478874,0.7073278629937234,0.6938775777816772,0.7358490824699402,0.04197150468826294,0.7023539983641733,True,0.6683168316831684,0.7,0.7448979591836735,0.6938775510204082,0.6698113207547169,0.7358490566037735
23,0.7006483307251563,0.7161910619054522,0.6861042183622829,0.7014925373134329,0.6686398983001709,0.7051289949942241,0.6905489303261769,0.7092215262628053,0.6861042183622829,0.7014925373134329,0.6856272802198249,0.7016570276882544,0.6415094137191772,0.7799999713897705,0.13849055767059326,0.6802006946135173,True,0.6336633663366337,0.78,0.7448979591836735,0.6938775510204082,0.6273584905660378,0.6415094339622641
24,0.644538208269156,0.7157272696495056,0.7133995037220844,0.681592039800995,0.7053971290588379,0.6733102297522783,0.7145919611155039,0.6810721730948186,0.7133995037220844,0.681592039800995,0.7137557695117767,0.6803186729647953,0.5799999833106995,0.7358490824699402,0.15584909915924072,0.645257391903615,True,0.6336633663366337,0.58,0.7372448979591837,0.7040816326530612,0.7452830188679245,0.7358490566037735
25,0.6668698214567624,0.713167837687901,0.7009925558312655,0.6915422885572139,0.683919370174408,0.6873982800667436,0.7012363569262458,0.693988685414535,0.7009925558312655,0.6915422885572139,0.6999426882996848,0.6923794489092996,0.6600000262260437,0.704081654548645,0.04408162832260132,0.6794635869686754,True,0.5891089108910891,0.66,0.7551020408163265,0.7040816326530612,0.7075471698113207,0.6981132075471698
